node,companyid,l4c,l4c_scaled,gender,ethnicity,age_diff,geo_dist,ivyplus,prior_investments_success,complementarity,exec_age,male_exec,nonwhite_exec,ivyplus_exec,year,comp_lon,comp_lat,neighborhood_edges,no_deals_nh,no_deals_5year_nh,company_state
125973-28F,53925-04,0,0,1,0,0,3784.0874,0,0,.75,0,1,0,0,2014,-96.825523,32.845978,4,4,4,
125973-28F,118306-09,0,0,1,0,1.3333334,287428.91,0,0,1,2,1,0,0,2016,-97.757431,30.40617,16,9,15,Exit
125973-28F,160856-74,0,0,.66666669,.33333334,2,2015900.3,0,0,1,0,1,0,0,2016,-118.46531,33.992413,16,9,15,Generating revenue
126036-64F,52792-66,0,0,1,1,11,16359.188,.33333334,0,1,0,1,0,0,2010,-122.43512,37.758434,10,6,9,Profitable
126036-91F,52792-66,0,0,1,1,11,16359.188,.33333334,0,1,0,1,0,0,2010,-122.43512,37.758434,10,6,9,Profitable
126044-56F,56462-23,0,0,0,.5,5,4143591,0,0,1,0,1,1,0,2013,-122.46167,37.799839,13,4,10,Exit
126044-56F,59112-55,0,0,0,1,5,2633477.8,0,0,1,0,1,1,0,2013,-105.17365,40.156036,13,2,5,Exit
126114-04F,179001-82,3,.1875,1,1,3,3963545,0,0,0,0,0,0,0,2017,-118.408,33.942501,16,1,4,Startup
126116-83F,52902-73,0,0,.66666669,1,7,2246743.8,0,0,1,7,0,0,1,2016,-92.092056,46.774593,3,3,3,Generating revenue
126116-83F,12313-00,0,0,1,1,1,1017044.6,0,0,1,0,0,0,1,2017,-121.96066,37.393242,5,2,4,Generating revenue
126117-82F,179001-82,3,.1875,1,1,3,3963545,0,0,0,0,0,0,0,2017,-118.408,33.942501,16,1,4,Startup
126172-72F,56544-31,63,.85135138,.75,.75,8,4142380.8,0,0,1,0,0,0,0,2014,-73.989349,40.73251,74,12,40,Generating revenue
126172-72F,53738-02,63,1.0677966,1,1,1,1036815.8,0,0,0,0,0,0,0,2012,-111.91741,33.467346,59,24,36,Exit
126172-72F,100517-23,63,1.0677966,1,1,1,4140260.8,0,0,1,0,0,0,0,2012,-73.982048,40.739021,59,8,12,Startup
126172-72F,56315-35,63,1.0677966,1,1,1,2390105.8,0,0,1,0,0,0,0,2012,-97.8022,30.287739,59,8,12,Generating revenue
126203-41F,52905-43,0,0,1,1,3,3905528,0,0,1,0,1,0,0,2001,-122.04779,37.317909,4,2,5,Out of business
126245-80F,56002-96,36,1.8,0,1,4.5,1106949.9,0,0,0,4.5,0,1,0,2016,-104.90406,39.643639,20,4,6,Generating revenue
126344-44F,152524-45,0,0,1,1,8,4439.0371,0,0,1,0,1,0,1,2016,-86.74437,36.140858,14,3,10,Generating revenue
126344-44F,160955-02,0,0,1,1,8,1644302,0,0,1,0,1,0,1,2016,-104.96,39.639999,14,9,30,Generating revenue
126344-44F,101066-77,0,0,0,0,9,3160379.8,0,0,.5,0,1,0,1,2017,-122.39577,37.766529,16,4,20,Generating revenue
126344-44F,160951-24,0,0,1,1,10,8236.0635,0,0,0,0,1,0,1,2018,-86.77626,36.112057,17,2,18,Startup
126497-17F,55784-98,0,0,1,1,0,2992913.3,0,0,1,0,1,0,0,2012,-87.630142,41.880447,1,1,1,Exit
126533-98F,152705-17,0,0,1,1,2,1639286.1,0,0,0,1,1,0,0,2017,-80.160522,26.877983,5,2,6,Generating revenue
126536-14F,152410-42,0,0,1,.66666669,0,664053.69,0,0,1,0,1,1,0,2017,-79.954872,40.443268,6,9,9,Startup
126536-14F,98209-63,0,0,1,0,4,1563077.4,0,0,0,4,1,1,0,2017,-97.757431,30.40617,6,3,3,Generating revenue
126536-14F,169177-15,0,0,1,1,0,2019888,0,0,1,1,1,1,0,2018,-111.64439,40.226303,8,2,8,Generating revenue
126537-13F,152410-42,0,0,1,.66666669,0,664053.69,0,0,1,0,1,0,0,2017,-79.954872,40.443268,6,9,9,Startup
126537-13F,98209-63,0,0,1,0,4,1563077.4,0,0,0,4,1,0,0,2017,-97.757431,30.40617,6,3,3,Generating revenue
126537-13F,169177-15,0,0,1,1,0,2019888,0,0,1,1,1,0,0,2018,-111.64439,40.226303,8,2,8,Generating revenue
126538-12F,152410-42,0,0,1,.66666669,0,664053.69,0,0,1,0,1,0,0,2017,-79.954872,40.443268,6,9,9,Startup
126538-12F,98209-63,0,0,1,0,4,1563077.4,0,0,0,4,1,0,0,2017,-97.757431,30.40617,6,3,3,Generating revenue
126538-12F,169177-15,0,0,1,1,0,2019888,0,0,1,1,1,0,0,2018,-111.64439,40.226303,8,2,8,Generating revenue
126559-27F,181300-15,0,0,1,.5,4,39638.453,.5,0,.5,0,1,1,1,2017,-122.39577,37.766529,7,2,12,Generating revenue
126562-24F,169288-57,0,0,0,1,13,35496.809,0,0,1,0,1,0,0,2017,-122.07461,37.406792,19,2,14,Generating revenue
126564-49F,98502-49,493,.93194705,1,1,9,577763.81,0,0,0,0,0,1,1,2014,-122.7278,37.784828,529,27,157,Generating revenue
126564-49F,107592-22,493,.93194705,1,.66666669,6.6666665,18981.789,0,0,.66666669,2.3333333,0,1,1,2014,-122.3957,37.789227,529,21,78,Startup
12657-88F,55728-82,29,.13425925,1,1,9,4056508.8,1,0,0,0,1,0,0,2012,-75.19957,39.961613,216,33,186,Exit
12657-88F,51169-33,11,.088709675,1,1,10,3186705.8,0,0,1,0,1,0,0,2010,-85.751373,38.252853,124,9,42,Exit
12657-97F,42986-62,18,.94736844,1,1,8,583643,0,0,1,0,1,0,0,2004,-117.83,33.630001,19,3,8,Exit
12657-97F,110872-00,1,.043478262,.5,.5,7,56162.238,0,0,0,0,1,0,0,2015,-104.673,39.861698,23,8,38,Generating revenue
12661-21F,11020-06,0,0,1,1,9,18013.369,0,0,1,0,1,0,0,2007,-71.152061,42.484547,2,2,2,Exit
12661-21F,61382-17,1,.045454547,1,1,4,0,0,0,1,0,1,0,0,2014,-78.869904,42.880108,22,4,8,Out of business
12661-21F,57412-00,1,.083333336,1,1,2,1552218.4,0,0,1,0,1,0,0,2013,-71.510468,42.770737,12,4,6,Exit
12661-21F,135318-79,6,.23999999,1,1,5,1730727.3,1,0,1,0,1,0,0,2016,-70.505081,44.235142,25,1,8,Generating revenue
12664-54F,11020-06,0,0,1,1,9,18013.369,0,0,1,0,1,0,0,2007,-71.152061,42.484547,2,2,2,Exit
126669-16F,113181-22,41,.12852664,1,0,5,543060.88,0,0,0,0,1,1,0,2016,-122.375,37.618999,319,20,66,Generating revenue
126669-16F,145067-68,41,.12852664,1,0,5,178618.31,0,0,0,0,1,1,0,2016,-117.12774,32.742893,319,20,66,Startup
126669-16F,169567-48,41,.12852664,1,0,5,3966814,0,0,.5,0,1,1,0,2016,-73.965286,40.694214,319,40,132,
126669-16F,164033-38,48,.14769231,1,0,6,1556635.6,0,0,1,0,1,1,0,2017,-122.12138,47.677471,325,8,73,Generating revenue
126669-16F,118655-20,46,.1554054,1,0,7,538764.19,1,0,1,0,1,1,0,2018,-122.36332,37.574936,296,4,150,Generating revenue
126670-15F,113181-22,41,.12852664,1,0,5,543060.88,0,0,0,0,1,1,0,2016,-122.375,37.618999,319,20,66,Generating revenue
126670-15F,145067-68,41,.12852664,1,0,5,178618.31,0,0,0,0,1,1,0,2016,-117.12774,32.742893,319,20,66,Startup
126670-15F,169567-48,41,.12852664,1,0,5,3966814,0,0,.5,0,1,1,0,2016,-73.965286,40.694214,319,40,132,
126670-15F,164033-38,48,.14769231,1,0,6,1556635.6,0,0,1,0,1,1,0,2017,-122.12138,47.677471,325,8,73,Generating revenue
126670-15F,118655-20,46,.1554054,1,0,7,538764.19,1,0,1,0,1,1,0,2018,-122.36332,37.574936,296,4,150,Generating revenue
126703-09F,169288-57,0,0,0,1,13,35496.809,0,0,1,0,1,1,0,2017,-122.07461,37.406792,16,2,14,Generating revenue
126719-65F,63690-31,1,.027027028,1,1,2,4142380.8,1,0,0,1,1,0,1,2016,-73.989349,40.73251,37,6,30,Generating revenue
126744-85F,108149-41,0,0,1,1,8,2244.7595,0,0,1,0,1,0,0,2016,-97.718788,30.265158,15,4,26,Generating revenue
126744-85F,181597-51,0,0,1,1,5.5,10922.925,0,0,1,3.5,1,0,0,2017,-97.669899,30.1945,16,6,32,Generating revenue
126756-82F,53303-50,0,0,.18181819,.90909094,0,616146.56,0,0,.90909094,0,0,0,0,2008,-117.87453,33.634823,11,11,11,Profitable
126799-66F,84996-19,0,0,1,1,9,20532.742,0,0,1,0,1,1,0,2017,-73.977592,40.746181,34,1,5,Generating revenue
126809-20F,150310-72,0,0,1,0,0,3152647.8,0,0,1,0,1,1,0,2001,-86.683167,34.748066,1,1,1,Generating revenue
126865-90F,11456-38,0,0,1,1,5,1236001.9,0,0,1,2,1,0,0,2009,-86.862068,36.11356,6,10,10,Exit
126879-85F,120433-33,0,0,1,1,11,0,0,0,1,0,1,0,0,2013,-81.63028,38.350647,2,2,2,Out of business
126893-17F,152956-00,0,0,1,1,5.5,1093264.4,0,0,.5,5.5,1,0,0,2018,-122.34675,47.63065,6,4,10,Generating revenue
127009-45F,121691-08,6,.075000003,0,0,10,3757574.3,0,0,0,0,1,1,0,2017,-76.574783,39.301159,80,16,51,Generating revenue
127009-45F,54611-56,6,.075000003,1,1,10,1836.9393,0,0,1,0,1,1,0,2017,-122.34675,47.63065,80,16,51,
127009-45F,103227-76,6,.075000003,1,0,11,1112406.1,0,0,1,0,1,1,0,2018,-122.375,37.618999,80,6,55,Generating revenue
12701-17F,13173-22,0,0,1,1,0,329554,0,0,0,0,1,0,0,2001,-73.99337,40.7551,3,3,3,Exit
127021-15F,54143-38,0,0,1,1,0,572150.63,0,0,1,0,1,0,0,2008,-71.221527,42.392494,7,6,6,Out of business
127021-15F,92790-46,0,0,1,1,.5,1516780.3,0,0,1,.5,1,0,0,2008,-93.529121,44.963062,7,8,8,Not profitable
127021-96F,54143-38,0,0,1,1,0,572150.63,0,0,1,0,1,0,0,2008,-71.221527,42.392494,7,6,6,Out of business
127021-96F,92790-46,0,0,1,1,.5,1516780.3,0,0,1,.5,1,0,0,2008,-93.529121,44.963062,7,8,8,Not profitable
127028-08F,41609-71,0,0,1,1,7,951238.81,0,0,1,0,1,0,0,2006,-87.635384,41.888626,11,12,33,Not profitable
127028-08F,14771-35,0,0,1,1,7,951238.81,0,0,1,0,1,0,0,2006,-87.635384,41.888626,11,4,11,Profitable
127037-17F,113808-16,0,0,1,1,3,24946.527,0,0,0,0,1,0,0,2015,-77.034042,38.999992,9,3,5,Generating revenue
127037-17F,117918-64,0,0,1,.66666669,3,16975.438,0,0,1,0,1,0,0,2015,-76.661774,39.20953,9,9,15,Generating revenue
127037-17F,110330-02,0,0,1,.66666669,3,15046.179,0,0,1,0,1,0,0,2015,-76.740021,39.278057,9,9,15,Generating revenue
127037-98F,113808-16,0,0,1,1,3,24946.527,0,0,0,0,1,0,0,2015,-77.034042,38.999992,9,3,5,Generating revenue
127037-98F,117918-64,0,0,1,.66666669,3,16975.438,0,0,1,0,1,0,0,2015,-76.661774,39.20953,9,9,15,Generating revenue
127037-98F,110330-02,0,0,1,.66666669,3,15046.179,0,0,1,0,1,0,0,2015,-76.740021,39.278057,9,9,15,Generating revenue
127088-92F,53302-60,0,0,.8888889,1,0,4135565.5,.11111111,0,.77777779,0,1,0,0,2010,-73.967323,40.759014,9,9,9,Generating revenue
127090-00F,92381-50,0,0,1,1,1,2212923,0,0,0,0,1,0,0,2016,-118.36241,34.098907,4,1,2,Generating revenue
127156-06F,153103-33,0,0,.33333334,.66666669,6,2978705.3,0,0,1,3.3333333,0,0,0,2016,-122.40422,37.68288,10,6,12,Generating revenue
127156-06F,170198-02,0,0,0,.5,8,2773147.3,.5,0,1,1,0,0,0,2017,-117.20722,32.899998,18,8,16,Startup
127157-32F,153103-33,0,0,.33333334,.66666669,6,2978705.3,0,0,1,3.3333333,1,1,0,2016,-122.40422,37.68288,10,6,12,Generating revenue
127157-32F,170198-02,0,0,0,.5,8,2773147.3,.5,0,1,1,1,1,0,2017,-117.20722,32.899998,18,8,16,Startup
127220-05F,54661-51,0,0,1,.33333334,11,495282.84,.33333334,0,.66666669,0,1,0,0,2013,-121.88987,37.386311,66,24,69,Generating revenue
127220-05F,56207-53,6,.068965517,1,0,14,4347007.5,1,0,0,0,1,0,0,2016,-122.39577,37.766529,87,7,30,Generating revenue
127256-50F,150950-53,0,0,.5,.75,0,1892.6218,0,0,.25,3,0,0,0,2018,-118.47286,34.009277,7,4,12,Generating revenue
127257-67F,150950-53,0,0,.5,.75,0,1892.6218,0,0,.25,3,1,0,0,2018,-118.47286,34.009277,7,4,12,Generating revenue
127258-21F,150950-53,0,0,.5,.75,0,1892.6218,0,0,.25,3,0,0,0,2018,-118.47286,34.009277,7,4,12,Generating revenue
127258-48F,150950-53,0,0,.5,.75,0,1892.6218,0,0,.25,3,1,1,0,2018,-118.47286,34.009277,7,4,12,Generating revenue
127273-96F,153158-14,0,0,1,0,1,33065.32,1,0,1,0,1,1,1,2015,-71.2911,42.573593,1,1,1,
127312-84F,153205-84,0,0,0,.5,0,12713.979,0,0,.5,0,0,1,0,2016,-122.34675,47.63065,2,2,2,Generating revenue
127313-47F,153205-84,0,0,0,.5,0,12713.979,0,0,.5,0,0,0,0,2016,-122.34675,47.63065,2,2,2,Generating revenue
127318-51F,153206-02,0,0,1,1,0,96047.867,0,0,1,0,1,0,0,2016,-82.94294,38.762825,1,1,1,Generating revenue
127370-80F,52626-43,0,0,1,1,0,12929.482,1,0,1,0,1,0,1,2011,-75.327637,40.023708,2,2,2,Generating revenue
127422-64F,112437-19,802,3.2079999,0,0,6,1249529.6,0,0,1,0,1,0,0,2015,-104.97133,39.731236,250,3,18,Exit
127422-64F,60205-51,599,2.9800994,1,1,8,24930.047,0,0,1,0,1,0,0,2014,-97.757431,30.40617,201,28,64,Generating revenue
127422-64F,113782-69,802,3.2079999,1,1,9,1441035.8,0,0,1,0,1,0,0,2015,-95.47644,29.833326,250,9,41,Generating revenue
127422-64F,83038-69,896,3.4594595,1,1,10,1272913.1,0,0,1,0,1,0,0,2016,-97.763802,30.344305,259,3,44,Generating revenue
127422-64F,168593-68,896,3.5840001,1,0,11,1501456.5,0,0,1,0,1,0,0,2017,-122.40027,37.798229,250,2,45,Generating revenue
127422-64F,65475-37,599,2.9800994,1,1,3,341674.09,0,0,0,0,1,0,0,2014,-84.507736,39.104408,201,30,50,Out of business
127422-64F,112768-57,802,3.2079999,1,.75,4,3273688,0,0,.25,2,1,0,0,2015,-118.16329,34.137856,250,36,136,Generating revenue
127422-64F,104701-51,802,3.2079999,1,1,3.5,3500905.8,0,0,.5,3.5,1,0,0,2015,-122.39577,37.766529,250,18,68,Generating revenue
127422-64F,101095-39,802,3.2079999,1,1,15,296275.03,1,0,0,0,1,0,0,2015,-71.064079,42.357903,250,8,36,Exit
127422-64F,127754-47,802,3.2079999,1,1,15,4157091,1,0,1,0,1,0,0,2015,-122.3957,37.789227,250,16,72,Generating revenue
127422-64F,107992-36,802,3.2079999,.75,.75,15,1753598.6,0,0,1,0,1,0,0,2015,-80.290604,25.7932,250,32,144,Out of business
127460-71F,113181-22,0,0,1,0,5,543060.88,0,0,0,0,1,1,1,2016,-122.375,37.618999,186,20,66,Generating revenue
127460-71F,145067-68,0,0,1,0,5,178618.31,0,0,0,0,1,1,1,2016,-117.12774,32.742893,186,20,66,Startup
127460-71F,169567-48,0,0,1,0,5,3966814,0,0,.5,0,1,1,1,2016,-73.965286,40.694214,186,40,132,
127460-71F,164033-38,0,0,1,0,6,1556635.6,0,0,1,0,1,1,1,2017,-122.12138,47.677471,169,8,73,Generating revenue
127460-71F,118655-20,0,0,1,0,7,538764.19,1,0,1,0,1,1,1,2018,-122.36332,37.574936,157,4,150,Generating revenue
127479-70F,95590-54,0,0,1,1,2,729885.56,0,0,1,0,1,0,0,2016,-86.815773,33.356979,4,2,3,Exit
127479-70F,88557-40,0,0,1,1,2,27253.355,0,0,1,0,1,0,0,2016,-82.639313,27.770954,4,4,6,Generating revenue
127479-70F,222759-01,0,0,1,0,3,0,0,0,1,0,1,0,0,2017,-82.45723,27.956148,5,1,4,Generating revenue
127509-13F,108398-35,0,0,1,1,18,3147711,0,0,1,0,1,0,0,2016,-83.042679,39.988113,13,2,16,Generating revenue
127519-75F,63692-83,0,0,1,0,1.5,23014.059,0,0,0,2.5,1,0,0,2015,-122.27172,37.809425,26,18,28,Out of business
127519-75F,95876-83,0,0,1,.5,4,16476.551,0,0,0,0,1,0,0,2015,-122.39577,37.766529,26,18,28,Generating revenue
127519-75F,110391-40,0,0,1,1,4,36702.008,0,0,1,0,1,0,0,2015,-122.08787,37.380207,26,9,14,Generating revenue
127519-75F,229519-54,0,0,1,1,7,543060.88,0,0,0,0,1,0,0,2018,-118.408,33.942501,67,1,18,Generating revenue
12752-83F,150122-53,2,.041666668,0,.60000002,8.8000002,4048943,0,0,.60000002,1.2,1,0,1,2018,-75.19957,39.961613,48,35,160,Startup
127534-51F,153354-61,0,0,1,0,6,47160.852,0,0,.5,0,1,1,0,2017,-122.3957,37.789227,21,6,38,Generating revenue
127535-95F,153354-61,0,0,1,0,6,47160.852,0,0,.5,0,1,1,0,2017,-122.3957,37.789227,21,6,38,Generating revenue
127541-53F,51486-85,3,.05172414,1,1,5,2826811.5,0,0,1,0,1,0,0,2010,-87.651138,41.875881,58,34,64,
127541-53F,52536-25,3,.05172414,1,0,5,659805.75,0,0,1,0,1,0,0,2010,-117.25264,33.568619,58,17,32,Exit
127541-53F,54116-47,3,.05172414,1,0,5,27530.004,0,0,1,0,1,0,0,2010,-122.30266,37.539684,58,51,96,Generating revenue
127541-53F,59088-79,3,.05172414,1,1,5,4139930,0,1,1,0,1,0,0,2010,-73.982048,40.739021,58,17,32,Out of business
127541-53F,52648-48,3,.025210084,1,1,6,720093,0,0,1,0,1,0,0,2011,-117.26159,32.83876,119,37,69,Out of business
127541-53F,55170-55,3,.01764706,.5,1,7,2303.0408,0,0,1,0,1,0,0,2012,-122.3957,37.789227,170,72,210,Out of business
127541-53F,55306-72,3,.01764706,1,0,7,3280.2791,0,0,1,0,1,0,0,2012,-122.41018,37.80188,170,36,105,Exit
127541-53F,54083-44,3,.014492754,1,1,6,2828304,0,0,1,2,1,0,0,2013,-87.635384,41.888626,207,62,270,Generating revenue
127541-53F,54895-69,3,.014492754,1,1,8,4168397,0,0,1,0,1,0,0,2013,-73.545059,41.081394,207,93,405,Generating revenue
127541-53F,98502-49,3,.013215859,1,1,9,577763.81,0,0,0,0,1,0,0,2014,-122.7278,37.784828,227,27,157,Generating revenue
127550-17F,179135-92,0,0,1,1,6,30814.152,0,0,.5,0,1,0,0,2019,-122.13273,37.419388,100,2,4,Startup
127550-17F,164033-38,0,0,1,0,6,1556635.6,0,0,1,0,1,0,0,2017,-122.12138,47.677471,117,8,73,Generating revenue
127550-17F,118655-20,0,0,1,0,7,538764.19,1,0,1,0,1,0,0,2018,-122.36332,37.574936,120,4,150,Generating revenue
127551-97F,121034-89,0,0,1,1,2,611586.5,0,0,0,0,1,0,0,2016,-115.26791,36.167732,10,3,5,Generating revenue
127551-97F,105769-81,0,0,1,0,2,2343831.3,0,0,0,0,1,0,0,2016,-96.70916,32.948975,10,6,10,Generating revenue
127574-38F,150696-01,0,0,1,1,2,116235.56,0,0,0,0,1,0,0,2013,-81.445847,39.387718,2,2,2,Generating revenue
127574-65F,150696-01,0,0,1,1,2,116235.56,0,0,0,0,1,0,0,2013,-81.445847,39.387718,2,2,2,Generating revenue
127577-35F,53519-59,1324,6.6532664,1,1,8,3963255,0,0,0,0,1,1,1,2013,-74.005257,40.720665,199,26,72,Out of business
127577-35F,119458-45,3784,11.432024,1,1,10,515326.03,0,0,1,0,1,1,1,2015,-122.15071,37.443687,331,20,102,Exit
127577-35F,148186-27,3790,11.484848,1,0,6,543060.88,0,0,1,5,1,1,1,2016,-122.375,37.618999,330,7,51,Generating revenue
127577-35F,54773-92,26,.5,1,0,0,50650.375,0,0,1,0,1,1,1,2011,-122.41087,37.772327,52,3,3,Generating revenue
127577-35F,112409-20,2798,9.8521128,1,0,3,21308.123,0,0,1,0,1,1,1,2014,-121.88627,37.348541,284,1,9,Generating revenue
127577-35F,124878-61,3784,11.432024,1,1,4,33633.391,0,0,1,0,1,1,1,2015,-121.79092,37.232243,331,3,12,Generating revenue
127577-35F,63435-34,3784,11.432024,1,1,4,21378.729,0,0,0,0,1,1,1,2015,-121.89438,37.436451,331,3,12,Generating revenue
127577-35F,228614-41,3790,11.484848,.5,1,5,20435.928,0,0,1,0,1,1,1,2016,-122.24602,37.533539,330,2,26,Generating revenue
127599-94F,153409-96,0,0,1,1,11,14643.185,0,0,1,0,1,0,0,2016,-122.69009,45.652256,23,2,14,Generating revenue
127602-73F,156198-88,12,.44444445,1,.5,11,488824.53,0,0,1,0,1,1,0,2017,-121.96066,37.393242,27,14,34,Generating revenue
127604-98F,61397-83,41,.43157893,.66666669,.33333334,5,61674.738,0,0,.33333334,1,1,0,0,2014,-121.9846,37.346241,95,36,48,Generating revenue
127604-98F,225716-59,52,.41600001,1,1,9,48977.297,0,0,0,0,1,0,0,2016,-122.39577,37.766529,125,4,60,Generating revenue
127604-98F,54252-01,10,.21276596,1,1,10,30722.881,0,0,1,0,1,0,0,2013,-122.16605,37.397823,47,2,8,Startup
127604-98F,99452-17,52,.40944883,1,0,12,44384.172,0,0,1,0,1,0,0,2015,-121.96066,37.393242,127,5,16,Generating revenue
127605-43F,61397-83,41,.43157893,.66666669,.33333334,5,61674.738,0,0,.33333334,1,1,0,0,2014,-121.9846,37.346241,95,36,48,Generating revenue
127605-43F,225716-59,52,.41600001,1,1,9,48977.297,0,0,0,0,1,0,0,2016,-122.39577,37.766529,125,4,60,Generating revenue
127605-43F,54252-01,10,.21276596,1,1,10,30722.881,0,0,1,0,1,0,0,2013,-122.16605,37.397823,47,2,8,Startup
127605-43F,99452-17,52,.40944883,1,0,12,44384.172,0,0,1,0,1,0,0,2015,-121.96066,37.393242,127,5,16,Generating revenue
127605-88F,61397-83,41,.43157893,.66666669,.33333334,5,61674.738,0,0,.33333334,1,1,0,0,2014,-121.9846,37.346241,95,36,48,Generating revenue
127605-88F,225716-59,52,.41600001,1,1,9,48977.297,0,0,0,0,1,0,0,2016,-122.39577,37.766529,125,4,60,Generating revenue
127605-88F,54252-01,10,.21276596,1,1,10,30722.881,0,0,1,0,1,0,0,2013,-122.16605,37.397823,47,2,8,Startup
127605-88F,99452-17,52,.40944883,1,0,12,44384.172,0,0,1,0,1,0,0,2015,-121.96066,37.393242,127,5,16,Generating revenue
127668-70F,123953-23,0,0,1,1,10,121950.23,0,0,0,0,1,0,0,2015,-73.53688,41.047997,22,5,20,Generating revenue
127668-70F,153419-50,0,0,1,1,10,170993.33,0,0,0,0,1,0,0,2015,-73.7789,40.639801,22,5,20,Generating revenue
127668-70F,93657-61,0,0,1,1,12,62549.504,0,0,1,0,1,0,0,2017,-73.324371,41.644096,21,4,18,Generating revenue
127668-70F,182380-78,0,0,1,1,12,4003498.5,0,0,1,0,1,0,0,2017,-117.15605,33.122028,21,4,18,Generating revenue
127704-79F,55234-63,0,0,1,.5,5,2947976,.5,0,1,5,1,0,1,2017,-122.10418,37.635582,7,4,4,Generating revenue
127711-81F,52752-34,0,0,1,1,5,0,0,0,.33333334,1,1,0,0,2013,-105.29673,40.020885,105,45,168,Profitable
127711-81F,55890-19,0,0,1,1,4.5,2860789.3,0,0,1,1.5,1,0,0,2013,-71.104309,42.364346,105,30,112,Generating revenue
127711-81F,56933-56,0,0,0,1,6,0,0,0,0,0,1,0,0,2013,-105.29673,40.020885,105,15,56,Out of business
127711-81F,64004-05,0,0,1,1,3,0,0,0,0,3,1,0,0,2013,-105.29673,40.020885,105,30,112,Generating revenue
127711-81F,94124-17,0,0,.5,1,8,0,0,0,0,0,1,0,0,2015,-105.29673,40.020885,119,14,132,Out of business
127715-32F,60953-59,3,.33333334,1,.5,0,171193.08,0,0,.5,0,1,0,0,2016,-73.99337,40.7551,9,6,6,Generating revenue
127721-26F,109072-18,0,0,.5,.5,2.75,4161651,0,0,1,2.25,1,1,1,2016,-71.104309,42.364346,9,8,12,Generating revenue
127721-89F,109072-18,0,0,.5,.5,2.75,4161651,0,0,1,2.25,0,1,0,2016,-71.104309,42.364346,9,8,12,Generating revenue
127722-43F,109072-18,0,0,.5,.5,2.75,4161651,0,0,1,2.25,1,0,0,2016,-71.104309,42.364346,9,8,12,Generating revenue
127751-77F,53541-64,0,0,1,1,3,22138.885,0,0,1,0,1,0,0,2006,-73.996529,40.750744,10,4,10,Generating revenue
127751-77F,53638-39,0,0,1,1,5,531240.38,.66666669,0,1,0,1,0,0,2008,-80.059158,40.617016,26,18,48,Exit
127751-77F,51541-21,0,0,1,1,5,22138.885,0,0,1,0,1,0,0,2008,-73.996529,40.750744,26,6,16,Out of business
127751-77F,53638-03,0,0,1,1,6,1500603.9,0,0,1,0,1,0,0,2009,-81.18634,28.584177,28,4,36,Startup
127755-64F,222299-83,1,.1,1,1,18,2509.9063,0,0,1,0,1,0,0,2018,-84.380653,33.771755,10,1,4,Not profitable
127775-71F,52858-09,0,0,1,1,14,17134.289,0,0,0,0,0,0,0,2013,-74.195068,40.738503,52,13,50,Profitable
127777-96F,221799-16,3,.027272727,1,1,22,4134639,.5,0,.5,0,1,0,0,2018,-73.960449,40.768421,110,12,52,Generating revenue
127777-96F,63690-31,0,0,1,1,2,4142380.8,1,0,0,1,1,0,0,2016,-73.989349,40.73251,102,6,30,Generating revenue
127886-32F,133206-31,6,.12,1,.66666669,3,703485.31,0,0,.33333334,1.6666666,1,1,0,2018,-117.20722,32.899998,50,6,42,Generating revenue
127886-77F,133206-31,6,.12,1,.66666669,3,703485.31,0,0,.33333334,1.6666666,1,0,0,2018,-117.20722,32.899998,50,6,42,Generating revenue
127947-43F,43107-49,0,0,.75,1,2,27066.236,0,0,0,2,1,1,0,2012,-77.346199,38.959675,6,8,8,Generating revenue
128007-28F,178899-04,10,.1,1,1,12,543060.88,0,0,0,0,1,0,1,2017,-122.375,37.618999,100,14,106,Startup
128007-91F,178899-04,10,.1,1,1,12,543060.88,0,0,0,0,1,0,0,2017,-122.375,37.618999,100,14,106,Startup
128008-27F,178899-04,10,.1,1,1,12,543060.88,0,0,0,0,1,0,0,2017,-122.375,37.618999,100,14,106,Startup
128008-45F,178899-04,10,.1,1,1,12,543060.88,0,0,0,0,1,0,0,2017,-122.375,37.618999,100,14,106,Startup
128068-84F,98478-73,1,.05882353,1,0,11,10465.675,1,0,1,0,1,0,0,2016,-71.131638,42.355148,17,3,12,Generating revenue
128123-92F,86895-37,9,.20930232,0,1,6,27777.803,0,0,0,0,1,0,1,2017,-122.375,37.618999,43,2,19,Generating revenue
128133-01F,111650-68,0,0,1,.66666669,9,1998048.8,0,0,1,0,1,0,0,2018,-97.669899,30.1945,25,3,36,Generating revenue
128143-09F,153723-43,0,0,1,1,0,18256.182,0,0,1,0,1,0,0,2016,-84.570999,37.883884,1,1,1,Generating revenue
128150-65F,52888-24,0,0,1,1,1,8450.7646,0,0,.66666669,0,1,0,0,2008,-117.72474,33.581532,5,3,6,Exit
12816-19F,56513-17,0,0,1,1,0,600779.81,0,0,.5,0,1,0,1,2010,-77.436302,38.889111,2,2,2,Generating revenue
128160-10F,124878-61,0,0,1,1,4,33633.391,0,0,1,0,1,1,0,2015,-121.79092,37.232243,18,3,12,Generating revenue
128160-10F,63435-34,0,0,1,1,4,21378.729,0,0,0,0,1,1,0,2015,-121.89438,37.436451,18,3,12,Generating revenue
128160-10F,228614-41,0,0,.5,1,5,20435.928,0,0,1,0,1,1,0,2016,-122.24602,37.533539,20,2,26,Generating revenue
